,tweets,country,sentiment score,label
51,Bienvenue MoovAfricaBenin Pouvonsnous esprer mieux  lexistant  ,Benin,0.0,Neutral
52,petitdekpe Ah oui Cest cool,Benin,0.35000000000000003,positive
53,babakolekole AyodeleOfficiel Je nai jamais aim ce truc Perso,Benin,0.0,Neutral
54,Jai quitt mon lit de malade Premire bataille de  remporte  Bonne anne  tous,Benin,0.0,Neutral
55,edjedjieJunior Tu nes pas normal ,Benin,0.15,positive
56,kensmkog SetondeBarbara  Me praying for you ,Benin,0.0,Neutral
57,Become a pro at trading forex and blessing my family with it,Benin,0.0,Neutral
58,kensmkog Amen,Benin,0.0,Neutral
59,kensmkog,Benin,0.0,Neutral
60,Dkoshami Si si a le ferait quand mme mal que le PSG le gaspille Franchement,Benin,0.0,Neutral
61,Iamolushegun Je veux pas ,Benin,0.0,Neutral
62,HAihounhen Ailleurs Il y a pas mal dendroits pour inviter les gens,Benin,0.0,Neutral
63,Just posted a video  Your House,Benin,0.0,Neutral
64,Ah oui Chaud ,Benin,0.0,Neutral
65,Comment pour un er rdv tu veux me faire venir chez toi  Yen a ils donnent trop la paresse,Benin,0.0,Neutral
66,Nturobelyse KUpatriot Ndangira se hari aho bicuruza csha nawe uraduharambyegusa umukobwa wicuruza buryagurw,Benin,0.0,Neutral
67,Dkoshami Idem Dans ce vestiaire plein dgostes a sera pas facile Et surtout si la direction ne corrige pas,Benin,0.0,Neutral
68,Une cartouche de moins pour leeal  Dkoshami Je te disais que je ne crois plus trop au dpart de ZZ aprs c,Benin,0.0,Neutral
69,Dkoshami MoovAfricaBenin Il est  lcoute ,Benin,0.0,Neutral
